sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,42,,良好,0.1,0.1,45.7,45.0,46,11,2.3,2.3,0,3.5,296,2024-06-13 18:00,,0.1,9.2,41,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,27,,良好,0.1,0.27,29.1,29.8,16,4,7.8,8.6,0.7,0.6,93,2024-06-13 18:00,,0.2,4.7,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,23,,良好,0.4,0.22,17,21.3,11,7,9.2,11,1.8,0.2,58,2024-06-13 18:00,,0.1,7.2,14,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,39,,良好,0,0.22,36.2,32.2,30,14,2.2,2.7,0.5,0.6,292,2024-06-13 18:00,,0.2,12,24,,120.37722,22.35222,204
臺南（麻豆）,臺南市,30,,良好,0.5,0.18,22.5,22.7,25,12,7.9,10.3,2.4,0.3,180,2024-06-13 18:00,,0.1,9.2,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,21,,良好,0.2,0.17,24.5,22.4,19,6,7.3,9.9,2.6,0.9,243,2024-06-13 18:00,,0.1,6.5,18,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,33,,良好,1.5,0.32,29.2,29.9,26,15,7.5,10.3,2.8,0.7,11,2024-06-13 18:00,,0.1,10.1,21,1,120.56373,23.96117,201
大城,彰化縣,28,,良好,0.5,0.06,30.1,30.4,22,6,0.7,2.9,2.2,4.3,197,2024-06-13 18:00,,0,5.3,19,0,120.26964167,23.85493056,85
富貴角,新北市,40,,良好,0.1,0.09,39.9,43.1,24,9,1.2,1.3,0,1.7,81,2024-06-13 18:00,,0.1,10.8,32,0,121.53656894,25.29681695,84
麥寮,雲林縣,26,,良好,0.9,0.16,27,28.3,20,4,0.8,2.4,1.6,2.9,201,2024-06-13 18:00,,0.1,3.6,16,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.8,0.14,28.7,21.7,26,7,4.5,5.4,0.8,1,146,2024-06-13 18:00,,0.1,4.7,18,0,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,4.3,0.24,5.2,7.4,26,18,20.8,65.3,44.5,1.6,188,2024-06-13 18:00,,0.1,14.5,27,3,119.566158,23.569031,78
金門,金門縣,39,,良好,0.3,0.1,33,35.6,11,6,7.5,8.3,0.8,2.7,219,2024-06-13 18:00,,0.1,11.9,23,0,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.3,0.21,30.3,32.8,5,0,11.2,12.4,1.1,2.2,12,2024-06-13 18:00,,0.1,12.5,27,0,119.93149378,26.15188416,75
埔里,南投縣,26,,良好,1.3,0.16,20.1,19.9,10,9,2.1,3.9,1.7,1.6,1,2024-06-13 18:00,,0.1,8.1,9,1,120.967903,23.968842,72
復興,高雄市,31,,良好,1.3,0.4,18.9,22.2,19,13,16.9,19.4,2.5,0.9,309,2024-06-13 18:00,,0.4,9.6,17,0,120.312017,22.608711,71
永和,新北市,29,,良好,1.2,0.64,21.2,26.6,13,11,14,22.4,8.4,0.8,100,2024-06-13 18:00,,0.3,9,17,0,121.516306,25.017,70
竹山,南投縣,22,,良好,1.1,0.1,32.9,24.5,13,9,3.2,3.5,0.3,2.1,222,2024-06-13 18:00,,0,6.7,12,0,120.677306,23.756389,69
中壢,桃園市,32,,良好,0,1.04,13,17.6,12,10,19.6,52.3,32.6,0.9,134,2024-06-13 18:00,,0.6,8.7,16,0,121.221667,24.953278,68
三重,新北市,31,,良好,,,8.4,,23,9,,,,-,-,2024-06-13 18:00,,0.8,9.6,28,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.4,0.16,29.4,28.1,19,8,4.7,6.5,1.7,1,293,2024-06-13 18:00,,0.2,9.4,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,0.4,0.21,25.9,34.6,15,6,4.8,6,1.1,0.7,326,2024-06-13 18:00,,0.1,5.1,18,0,121.746394,24.747917,65
陽明,臺北市,29,,良好,1,0.16,32.5,31.2,16,10,4.5,5.5,0.9,,,2024-06-13 18:00,,0.1,5.9,16,0,121.529583,25.182722,64
花蓮,花蓮縣,31,,良好,0.6,0.28,42.7,34.6,19,12,6.6,7.2,0.5,1.8,42,2024-06-13 18:00,,0.2,7,18,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.9,0.25,39.5,38.2,13,5,4.4,5,0.6,0.2,56,2024-06-13 18:00,,0.1,5.1,16,0,121.15045,22.755358,62
恆春,屏東縣,32,,良好,0.2,0.12,37.6,35.2,23,8,1.1,2.2,1,1.7,297,2024-06-13 18:00,,0.1,8.5,20,0,120.788928,21.958069,61
潮州,屏東縣,24,,良好,1.9,0.2,35,26.1,36,12,8.3,9.6,1.3,2.1,252,2024-06-13 18:00,,0.1,5.2,21,0,120.561175,22.523108,60
屏東,屏東縣,23,,良好,0.6,0.33,33.6,25.2,26,10,8.5,9.7,1.2,2.3,233,2024-06-13 18:00,,0.1,5.7,16,0,120.488033,22.673081,59
小港,高雄市,45,,良好,4.4,0.22,7.2,20.1,21,15,27,43.4,16.3,1.3,260,2024-06-13 18:00,,0.1,10.8,15,1,120.337736,22.565833,58
前鎮,高雄市,28,,良好,1.4,0.43,16.3,21.4,20,11,17.3,23.6,6.2,0.9,200,2024-06-13 18:00,,0.3,8.2,17,0,120.30833356,22.6044507,57
前金,高雄市,25,,良好,0.8,0.25,21.7,25.8,20,8,13,15,2,1.3,182,2024-06-13 18:00,,0.2,7.8,19,0,120.28676111,22.63390278,56
左營,高雄市,36,,良好,0.7,0.24,21.7,23.8,13,12,5.8,7.3,1.5,1.1,263,2024-06-13 18:00,,0.2,11.2,16,0,120.292917,22.674861,54
楠梓,高雄市,27,,良好,1.2,0.29,,,20,7,11.8,13.9,2.1,1.6,214,2024-06-13 18:00,,,8.4,16,0,120.328289,22.733667,53
林園,高雄市,30,,良好,0.9,0.16,32.8,28.4,36,12,5.7,6.2,0.4,1.2,229,2024-06-13 18:00,,0.1,9.3,25,1,120.41175,22.4795,52
大寮,高雄市,35,,良好,3.8,0.38,16.4,19.3,36,14,19.5,24.6,5,0.8,238,2024-06-13 18:00,,0.1,10.9,23,2,120.425311,22.56413611,51
鳳山,高雄市,32,,良好,0.7,0.76,14.9,23.2,19,12,19.2,23.9,4.7,0.7,315,2024-06-13 18:00,,0.3,7.8,19,0,120.357422,22.628126,50
仁武,高雄市,31,,良好,0.6,0.26,22.6,27.8,14,10,9,11.7,2.6,1.3,211,2024-06-13 18:00,,0.1,9.5,15,0,120.332631,22.689056,49
橋頭,高雄市,29,,良好,0.4,0.24,24.9,24.7,14,9,6,8.1,2,2.1,227,2024-06-13 18:00,,0.1,8.9,12,0,120.305689,22.757506,48
美濃,高雄市,22,,良好,0.6,0.16,34.3,24.6,24,4,3.7,4,0.3,1.5,234,2024-06-13 18:00,,0.1,4,13,0,120.530542,22.883583,47
臺南,臺南市,35,,良好,1,0.18,31.5,30.5,24,10,5.9,7.5,1.5,2.1,208,2024-06-13 18:00,,0.1,10.7,18,0,120.21947897,22.98928311,46
安南,臺南市,32,,良好,1.4,0.28,28,30,22,9,6.8,8.7,1.8,2.2,184,2024-06-13 18:00,,0.1,9.8,17,1,120.2175,23.048197,45
善化,臺南市,28,,良好,0.2,0.14,27.8,26.2,18,8,4.6,6,1.4,2.5,183,2024-06-13 18:00,,0,8.5,15,0,120.29740529,23.11337642,44
新營,臺南市,26,,良好,0.3,0.26,26.6,28.3,28,5,6.3,8.2,1.9,1.5,204,2024-06-13 18:00,,0.1,3.2,18,0,120.31725,23.305633,43
嘉義,嘉義市,28,,良好,1.2,0.15,38.6,30.0,21,8,3.7,4.8,1,3.4,228,2024-06-13 18:00,,0.1,5.1,12,1,120.44125148,23.46477865,42
臺西,雲林縣,27,,良好,0.8,0.13,27.9,29.0,13,6,0.8,1.9,1,3.4,195,2024-06-13 18:00,,0.1,6.3,15,0,120.19933333,23.702175,41
朴子,嘉義縣,25,,良好,0.9,0.24,26,26.3,21,9,7.5,15.6,8,1.6,208,2024-06-13 18:00,,0.1,7.7,16,0,120.2478,23.46538,40
新港,嘉義縣,35,,良好,1.5,0.11,32.4,31.1,25,12,4.8,7,2.2,2.3,207,2024-06-13 18:00,,0.1,10.9,19,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,0.9,0.1,26.2,27.7,16,6,1.4,2.6,1.1,1.1,207,2024-06-13 18:00,,0.1,6.8,15,0,120.348742,23.757547,38
斗六,雲林縣,27,,良好,1.1,0.25,34.4,29.9,25,4,7.3,9.8,2.4,1.7,216,2024-06-13 18:00,,0.1,4.8,17,1,120.544994,23.711853,37
南投,南投縣,26,,良好,0.5,0.19,35.3,28.7,19,10,5.1,6.5,1.4,2.5,236,2024-06-13 18:00,,0.1,6.3,13,0,120.685306,23.913,36
二林,彰化縣,31,,良好,0.7,0.12,29.5,32.3,25,14,2.4,3.1,0.6,3.5,228,2024-06-13 18:00,,0.1,9.5,20,0,120.409653,23.925175,35
線西,彰化縣,28,,良好,0.4,0.13,27.8,30.3,15,9,4.2,5.7,1.5,3.1,215,2024-06-13 18:00,,0.1,7.6,15,0,120.469061,24.131672,34
彰化,彰化縣,30,,良好,0.6,0.14,31.9,32.4,18,6,3.9,4.6,0.7,2.6,228,2024-06-13 18:00,,0.1,3,17,0,120.541519,24.066,33
西屯,臺中市,30,,良好,1.4,0.2,36,25.7,32,14,7.2,8.5,1.3,2.1,178,2024-06-13 18:00,,0.1,9.1,22,1,120.616917,24.162197,32
忠明,臺中市,24,,良好,0.4,0.25,31.8,26.4,20,6,7.8,9.7,1.9,1.5,165,2024-06-13 18:00,,0.2,5.8,17,0,120.641092,24.151958,31
大里,臺中市,26,,良好,1.2,0.27,30.4,25.6,16,7,8.4,9.7,1.3,1.2,258,2024-06-13 18:00,,0.1,8,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,28,,良好,1.1,0.22,30.9,30.7,20,8,5.5,6.9,1.4,2.6,192,2024-06-13 18:00,,0.1,8.2,19,1,120.568794,24.225628,29
豐原,臺中市,22,,良好,1.3,0.19,27.3,24.3,17,7,4.3,7,2.7,3.3,163,2024-06-13 18:00,,0.1,4.8,11,1,120.74252414,24.25699731,28
三義,苗栗縣,23,,良好,0.8,0.14,31.8,25,14,6,1.1,2.2,1.1,4.7,178,2024-06-13 18:00,,0.1,6,8,0,120.75956754,24.38248443,27
苗栗,苗栗縣,24,,良好,1.1,0.22,28.5,26.2,8,6,4.4,5.7,1.3,4.1,197,2024-06-13 18:00,,0.1,5.9,8,1,120.82011468,24.56499183,26
頭份,苗栗縣,24,,良好,1.8,0.19,26.7,26.5,16,9,3.8,5.5,1.7,3.2,217,2024-06-13 18:00,,0.1,6.5,15,1,120.89869286,24.69690679,25
新竹,新竹市,24,,良好,0.9,0.25,25.2,26.5,11,4,7.7,9.5,1.7,3.2,236,2024-06-13 18:00,,0.1,3.9,10,0,120.97236752,24.8056356,24
竹東,新竹縣,21,,良好,0.3,0.14,23.3,23.4,14,4,2.4,3.1,0.6,3.5,239,2024-06-13 18:00,,0.1,3.1,12,0,121.08895493,24.74091408,23
湖口,新竹縣,38,,良好,0.6,0.16,28.8,29.0,19,13,5.8,6.6,0.7,4.3,231,2024-06-13 18:00,,0.1,11.6,16,0,121.03886894,24.90009696,22
龍潭,桃園市,23,,良好,1,0.13,25.1,25.8,8,6,3.9,4.5,0.5,4.5,242,2024-06-13 18:00,,0.1,5.1,13,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.3,0.15,24.4,25.2,14,5,6.1,7.8,1.7,2.7,248,2024-06-13 18:00,,0.1,4.5,15,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0,0.11,38.7,35.4,20,14,3.8,4.9,1.1,5,255,2024-06-13 18:00,,0,9.4,20,0,121.08283092,25.03556747,19
大園,桃園市,31,,良好,0.1,0.15,33.5,33.2,17,5,4.6,5.9,1.2,4.6,232,2024-06-13 18:00,,0.1,4.7,16,0,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,0.5,0.23,24.3,27.6,9,1,8.1,9.9,1.8,2.5,233,2024-06-13 18:00,,0.1,1.7,11,0,121.30500531,24.9947107,17
大同,臺北市,48,,良好,1.8,2.91,4.5,13.9,25,11,29.7,117.1,87.4,-,-,2024-06-13 18:00,,1.3,11.5,29,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.7,0.26,22,26.2,10,9,11.7,14.7,2.9,1.2,61,2024-06-13 18:00,,0.2,9.7,19,1,121.578611,25.05,15
古亭,臺北市,27,,良好,1,0.23,26,29.9,9,4,9.4,11.5,2,2.1,112,2024-06-13 18:00,,0.1,4.5,14,1,121.529556,25.020608,14
萬華,臺北市,25,,良好,0.4,0.42,20,27.9,17,4,13.3,16.8,3.4,1.5,211,2024-06-13 18:00,,0.2,5.4,19,0,121.507972,25.046503,13
中山,臺北市,24,,良好,0.6,0.46,19.7,24.8,15,6,14.2,21,6.7,1.8,255,2024-06-13 18:00,,0.3,7.5,20,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.6,0.18,24.7,29.7,15,6,10.4,12,1.6,1,324,2024-06-13 18:00,,0.1,8,21,0,121.51666356,25.10334003,11
淡水,新北市,31,,良好,1.7,0.16,33.6,33.8,21,8,3.9,5,1,,,2024-06-13 18:00,,0.1,6.7,30,1,121.449239,25.1645,10
林口,新北市,27,,良好,0.3,0.2,25,29.3,12,6,11.6,14.8,3.2,3.9,236,2024-06-13 18:00,,0.1,4.9,18,0,121.36548982,25.07798949,9
菜寮,新北市,26,,良好,1,0.33,22.5,28.2,15,6,11.8,14.2,2.4,2.7,221,2024-06-13 18:00,,0.2,7.5,21,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.6,0.19,24.1,29.5,7,5,6.2,7.9,1.7,2.4,215,2024-06-13 18:00,,0.1,6,19,0,121.4325,25.037972,7
板橋,新北市,27,,良好,0.8,0.24,24.2,29.8,10,4,8,10,1.9,2.4,250,2024-06-13 18:00,,0.1,3.4,17,0,121.458667,25.012972,6
土城,新北市,39,,良好,0.6,0.25,23.5,29.6,22,13,9,11.5,2.5,1.4,123,2024-06-13 18:00,,0.1,12,28,0,121.451861,24.982528,5
新店,新北市,29,,良好,0.8,0.22,30.2,29.8,11,11,5.3,6.3,1,1.8,139,2024-06-13 18:00,,0.1,9,14,0,121.537778,24.977222,4
萬里,新北市,30,,良好,0.3,0.19,30,33.0,21,6,6.2,7.8,1.5,1,337,2024-06-13 18:00,,0.1,4.5,18,0,121.689881,25.179667,3
汐止,新北市,29,,良好,0.9,0.34,20.9,30.2,18,10,13.7,17.6,3.9,1.3,261,2024-06-13 18:00,,0.2,8.9,23,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,1,0.3,17.8,31.2,16,5,10.1,12.6,2.5,0.7,337,2024-06-13 18:00,,0.2,5.1,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,40,,良好,0.2,0.14,54.8,43.0,49,11,2.2,2.6,0.3,3.6,278,2024-06-13 17:00,,0.1,8.5,40,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,26,,良好,0,0.23,30,28.5,11,4,5,6.1,1.1,0.8,105,2024-06-13 17:00,,0.2,4.4,11,0,120.65525382,24.39017512,312
新北(樹林),新北市,24,,良好,0.4,0.18,19.5,21.4,10,8,8.5,10.9,2.4,0.6,352,2024-06-13 17:00,,0.1,7.3,15,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,38,,良好,0.2,0.2,41.2,29.5,29,12,2.3,2.9,0.5,1.2,309,2024-06-13 17:00,,0.2,11.6,23,,120.37722,22.35222,204
臺南（麻豆）,臺南市,26,,良好,0.5,0.14,24,21.3,18,10,6.6,9.9,3.2,0.7,176,2024-06-13 17:00,,0.1,8.1,17,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,0.4,0.13,26.7,20.6,21,4,3.2,4.8,1.6,1.6,200,2024-06-13 17:00,,0.1,7.1,18,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.2,0.24,30.5,28.4,23,11,6.1,8.6,2.4,0.6,75,2024-06-13 17:00,,0.1,8.9,20,1,120.56373,23.96117,201
大城,彰化縣,26,,良好,0.5,0.05,28.8,29.0,18,5,0.7,2.8,2.1,4.3,223,2024-06-13 17:00,,0,5.1,19,0,120.26964167,23.85493056,85
富貴角,新北市,38,,良好,0.1,0.13,50.3,41.2,42,15,1.9,2.1,0.2,0.6,269,2024-06-13 17:00,,0.1,10.8,33,0,121.53656894,25.29681695,84
麥寮,雲林縣,25,,良好,1,0.14,28.1,27.4,13,6,0.6,2.1,1.5,3.2,212,2024-06-13 17:00,,0.1,3.7,15,1,120.251825,23.753506,83
關山,臺東縣,18,,良好,0.6,0.12,23.2,20.0,,,2.9,3.8,0.9,1.4,107,2024-06-13 17:00,,0.1,4.1,18,0,121.161933,23.045083,80
馬公,澎湖縣,46,,良好,2,0.18,13.2,7.1,21,11,14.2,36.8,22.6,1.9,192,2024-06-13 17:00,,0.1,14.2,27,3,119.566158,23.569031,78
金門,金門縣,42,,良好,0.6,0.11,35,34.6,22,11,6.1,6.8,0.7,3.2,221,2024-06-13 17:00,,0.1,13,25,0,118.312256,24.432133,77
馬祖,連江縣,47,,良好,0.3,0.19,21.4,32.1,31,16,11.3,12.7,1.3,1.8,326,2024-06-13 17:00,,0.1,14.4,31,0,119.93149378,26.15188416,75
埔里,南投縣,22,,良好,1.2,0.13,20.3,18.2,9,11,1,2.5,1.4,1.7,318,2024-06-13 17:00,,0.1,6.9,8,1,120.967903,23.968842,72
復興,高雄市,30,,良好,1.2,0.32,22.8,20.6,16,13,12.4,14.2,1.8,0.4,229,2024-06-13 17:00,,0.4,9.1,17,0,120.312017,22.608711,71
永和,新北市,28,,良好,1.2,0.41,23.7,26.0,14,8,13.2,20.2,6.9,1.6,223,2024-06-13 17:00,,0.3,8.5,18,0,121.516306,25.017,70
竹山,南投縣,20,,良好,1,0.1,29.1,22.3,14,7,2.8,3.4,0.6,2,229,2024-06-13 17:00,,0,5.7,11,0,120.677306,23.756389,69
中壢,桃園市,30,,良好,0.1,0.74,14.7,17.6,14,6,18.9,57.6,38.7,1.3,87,2024-06-13 17:00,,0.5,8.7,18,0,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.8,1.13,,,28,10,33.6,93.8,60.2,-,-,2024-06-13 17:00,,0.8,9.5,28,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.6,0.22,20.1,27.0,28,11,12,17.7,5.6,2.5,310,2024-06-13 17:00,,0.2,9.7,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.6,0.16,32.1,35.6,13,3,5,6.2,1.1,1.7,303,2024-06-13 17:00,,0.1,4.8,17,0,121.746394,24.747917,65
陽明,臺北市,27,,良好,0.8,0.15,34.9,29.8,12,7,3.2,4.2,0.9,2.8,170,2024-06-13 17:00,,0.1,4.6,15,0,121.529583,25.182722,64
花蓮,花蓮縣,28,,良好,1,0.26,40.7,30.5,17,5,6.8,8.1,1.2,1.7,71,2024-06-13 17:00,,0.2,5.7,17,0,121.599769,23.971306,63
臺東,臺東縣,34,,良好,1,0.18,41.2,37,18,5,3.3,4.2,0.8,1.9,63,2024-06-13 17:00,,0.1,4.7,16,0,121.15045,22.755358,62
恆春,屏東縣,31,,良好,0.3,0.12,39.6,33.5,27,7,1,2,0.9,2.2,284,2024-06-13 17:00,,0.1,8.3,20,0,120.788928,21.958069,61
潮州,屏東縣,21,,良好,0.8,0.12,35.2,23.2,18,6,2.3,3.3,0.9,2,268,2024-06-13 17:00,,0.1,3.8,17,0,120.561175,22.523108,60
屏東,屏東縣,19,,良好,0.5,0.17,44,21.9,18,7,4.3,5.4,1.1,1.6,281,2024-06-13 17:00,,0.1,5,14,0,120.488033,22.673081,59
小港,高雄市,31,,良好,0.9,0.16,19.6,20.0,20,12,17.5,21.6,4,0.5,337,2024-06-13 17:00,,0.1,9.7,13,1,120.337736,22.565833,58
前鎮,高雄市,22,,良好,1.1,0.26,22,20.2,21,12,11.8,15.5,3.6,0.6,197,2024-06-13 17:00,,0.3,6.7,16,0,120.30833356,22.6044507,57
前金,高雄市,25,,良好,0.6,0.2,28.8,24.1,22,11,6.8,7.5,0.7,0.6,315,2024-06-13 17:00,,0.2,7.7,19,0,120.28676111,22.63390278,56
左營,高雄市,36,,良好,0.7,0.16,26.1,21.8,17,12,3.1,3.7,0.6,0.6,207,2024-06-13 17:00,,0.2,11.2,17,0,120.292917,22.674861,54
楠梓,高雄市,28,,良好,1.3,0.18,,,21,13,6,6.7,0.7,2.4,201,2024-06-13 17:00,,,8.5,15,0,120.328289,22.733667,53
林園,高雄市,29,,良好,0.9,0.17,34.4,25.7,33,12,3.5,4,0.4,1.1,262,2024-06-13 17:00,,0.1,8.9,23,1,120.41175,22.4795,52
大寮,高雄市,32,,良好,0.7,0.2,26.5,17.7,26,9,13.8,16.9,3,1.2,261,2024-06-13 17:00,,0.1,9.8,20,2,120.425311,22.56413611,51
鳳山,高雄市,23,,良好,0.5,0.58,25.4,22.4,28,10,14,16.4,2.4,0.3,44,2024-06-13 17:00,,0.2,6.8,18,0,120.357422,22.628126,50
仁武,高雄市,30,,良好,0.6,0.22,37.6,26.5,17,12,8.4,9.7,1.3,1.1,227,2024-06-13 17:00,,0.1,9.1,14,1,120.332631,22.689056,49
橋頭,高雄市,25,,良好,0.4,0.14,29.9,23.1,17,15,3.4,4.9,1.4,1.9,208,2024-06-13 17:00,,0.1,7.8,12,0,120.305689,22.757506,48
美濃,高雄市,20,,良好,0.7,0.13,32.9,22.2,10,5,2.4,2.7,0.2,1.3,218,2024-06-13 17:00,,0.1,3.4,12,0,120.530542,22.883583,47
臺南,臺南市,38,,良好,0.5,0.15,31.5,27.7,22,12,4.3,5.9,1.5,3.1,219,2024-06-13 17:00,,0.1,11.6,17,0,120.21947897,22.98928311,46
安南,臺南市,32,,良好,1.1,0.18,30.1,27.7,17,10,3.9,5.1,1.2,2.7,163,2024-06-13 17:00,,0.1,10,17,1,120.2175,23.048197,45
善化,臺南市,28,,良好,0.2,0.1,30.6,24.5,17,12,5.1,7.3,2.2,3.1,186,2024-06-13 17:00,,0,8.6,14,0,120.29740529,23.11337642,44
新營,臺南市,24,,良好,0.4,0.2,29.3,26.4,21,3,5,6.9,1.9,1.5,214,2024-06-13 17:00,,0.1,2.7,16,0,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.3,0.14,38.5,27.0,13,7,3.8,5,1.1,2,216,2024-06-13 17:00,,0.1,4.6,11,1,120.44125148,23.46477865,42
臺西,雲林縣,25,,良好,0.8,0.12,29.3,27.6,21,7,0.7,1.9,1.2,4.1,209,2024-06-13 17:00,,0.1,6.9,16,0,120.19933333,23.702175,41
朴子,嘉義縣,24,,良好,0.6,0.2,29,24.2,18,9,4.5,8.6,4.1,2.1,179,2024-06-13 17:00,,0.1,7.5,16,0,120.2478,23.46538,40
新港,嘉義縣,33,,良好,1.2,0.11,33.9,29.1,22,13,4.3,6.8,2.4,3.7,206,2024-06-13 17:00,,0.1,10.2,18,1,120.345531,23.554839,39
崙背,雲林縣,24,,良好,0.9,0.1,27.6,26.6,20,9,2.4,3.7,1.2,1.4,238,2024-06-13 17:00,,0.1,6.7,15,0,120.348742,23.757547,38
斗六,雲林縣,26,,良好,1.1,0.19,35.1,28.1,18,4,5.8,8.1,2.3,2.5,220,2024-06-13 17:00,,0.1,4.8,16,1,120.544994,23.711853,37
南投,南投縣,24,,良好,0.3,0.15,33.7,26.0,12,5,2.8,4,1.1,2.9,239,2024-06-13 17:00,,0.1,5,12,0,120.685306,23.913,36
二林,彰化縣,31,,良好,1,0.11,30,31.4,24,7,2.2,2.8,0.6,3.7,234,2024-06-13 17:00,,0.1,9.6,19,0,120.409653,23.925175,35
線西,彰化縣,27,,良好,0.5,0.13,31.2,29.4,19,8,4.4,6.1,1.7,4.4,214,2024-06-13 17:00,,0.1,7.4,15,0,120.469061,24.131672,34
彰化,彰化縣,28,,良好,0.6,0.11,38.3,30.8,18,0,3.2,3.8,0.6,2.6,212,2024-06-13 17:00,,0.1,2.7,17,0,120.541519,24.066,33
西屯,臺中市,25,,良好,1.5,0.2,27.9,22.6,23,12,13.3,16.7,3.4,2.8,192,2024-06-13 17:00,,0.1,7.6,19,1,120.616917,24.162197,32
忠明,臺中市,22,,良好,0.3,0.23,31.3,24.2,18,6,7.9,10.3,2.3,2,185,2024-06-13 17:00,,0.2,5.5,17,0,120.641092,24.151958,31
大里,臺中市,25,,良好,1.2,0.24,29.2,23.7,17,7,8.4,10.7,2.3,1.7,232,2024-06-13 17:00,,0.1,7.6,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,27,,良好,1.2,0.18,34.4,29.1,23,8,5.4,7.1,1.7,3.8,201,2024-06-13 17:00,,0.1,8,18,1,120.568794,24.225628,29
豐原,臺中市,21,,良好,1.2,0.16,25.2,23.2,11,7,3.2,4.8,1.6,2.6,159,2024-06-13 17:00,,0.1,4.3,10,0,120.74252414,24.25699731,28
三義,苗栗縣,22,,良好,0.8,0.12,25.6,24.0,6,5,0.7,2,1.2,4.7,184,2024-06-13 17:00,,0.1,6.1,8,0,120.75956754,24.38248443,27
苗栗,苗栗縣,22,,良好,1,0.12,26.9,24.7,8,5,3.5,5.4,1.9,4.5,195,2024-06-13 17:00,,0.1,6.4,9,1,120.82011468,24.56499183,26
頭份,苗栗縣,23,,良好,1.7,0.15,26.7,25.7,8,10,2.8,4.9,2.1,3.8,231,2024-06-13 17:00,,0.1,5.7,16,1,120.89869286,24.69690679,25
新竹,新竹市,23,,良好,0.6,0.2,27.4,25.9,10,6,6.5,8.6,2.1,2.4,210,2024-06-13 17:00,,0.1,3.6,10,,120.97236752,24.8056356,24
竹東,新竹縣,21,,良好,0.3,0.13,23.4,23.2,11,3,2.4,3.4,0.9,4.3,244,2024-06-13 17:00,,0.1,3.1,11,0,121.08895493,24.74091408,23
湖口,新竹縣,36,,良好,0.7,0.14,29.2,28.2,13,13,5.5,6.7,1.1,4,237,2024-06-13 17:00,,0.1,11,16,0,121.03886894,24.90009696,22
龍潭,桃園市,23,,良好,1.2,0.12,26,25.3,9,5,3.6,4.2,0.5,5.9,258,2024-06-13 17:00,,0.1,4.6,14,0,121.21645772,24.86400048,21
平鎮,桃園市,22,,良好,0.2,0.13,24.7,24.7,13,8,6.9,8.7,1.8,3.5,255,2024-06-13 17:00,,0.1,4.5,15,0,121.203986,24.952786,20
觀音,桃園市,31,,良好,0,0.1,39.9,33.2,20,8,2.8,3.9,1.1,4.9,258,2024-06-13 17:00,,0,8.2,19,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,0,0.14,35.8,31.5,11,4,3.8,4.9,1.1,5.7,239,2024-06-13 17:00,,0.1,4.5,16,0,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,0.6,0.2,26.3,27.5,8,2,7.6,9.5,1.9,2.4,248,2024-06-13 17:00,,0.1,1.8,12,0,121.30500531,24.9947107,17
大同,臺北市,48,,良好,1.5,1.66,8.2,14.2,30,11,29.5,84.6,55.1,-,-,2024-06-13 17:00,,1.1,10.8,28,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.8,0.22,24.6,25.2,20,12,9.8,14.2,4.4,1.9,212,2024-06-13 17:00,,0.2,9.5,20,1,121.578611,25.05,15
古亭,臺北市,27,,良好,0.9,0.2,26.2,29.4,15,7,9.3,12.5,3.2,1.7,146,2024-06-13 17:00,,0.1,4.3,15,1,121.529556,25.020608,14
